AbduceStrategy,Case,ChanceAnd,ChanceSplit,ChangePct,ChangedRatioMin,Changes,Explained,ExplainedPct,ExplainedRatioMax,Inconsistent,Microseconds,Nodes,Same,Strategy,Strokes,WhiteStrategy
max-in-deg-min-anc,474,0.75,0.25,25.0,6.0,5,0,0.0,1.0,4,4486952,20,false,max-in-deg-min-anc_min-ancestors,26,min-ancestors
min-anc-min-in-deg,474,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,6341133,20,false,min-anc-min-in-deg_min-ancestors,26,min-ancestors
min-in-deg-min-anc,474,0.75,0.25,25.0,6.0,5,0,0.0,1.0,4,5406287,20,false,min-in-deg-min-anc_min-ancestors,26,min-ancestors
rand,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5284153,51,true,rand_min-ancestors,77,min-ancestors
min-in-degree,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,8894770,51,true,min-in-degree_min-ancestors,77,min-ancestors
max-in-degree,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5189400,51,true,max-in-degree_min-ancestors,77,min-ancestors
min-ancestors,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5224347,51,true,min-ancestors_min-ancestors,77,min-ancestors
max-ancestors,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5201656,51,true,max-ancestors_min-ancestors,77,min-ancestors
min-anc-max-in-deg,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5199362,51,true,min-anc-max-in-deg_min-ancestors,77,min-ancestors
max-in-deg-min-anc,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5211687,51,true,max-in-deg-min-anc_min-ancestors,77,min-ancestors
min-anc-min-in-deg,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5201907,51,true,min-anc-min-in-deg_min-ancestors,77,min-ancestors
min-in-deg-min-anc,475,0.75,0.25,21.56862745098039,1.0,11,1,100.0,1.0,4,5205245,51,true,min-in-deg-min-anc_min-ancestors,77,min-ancestors
rand,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12850688,67,false,rand_min-ancestors,114,min-ancestors
min-in-degree,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12733666,67,false,min-in-degree_min-ancestors,114,min-ancestors
max-in-degree,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12741530,67,false,max-in-degree_min-ancestors,114,min-ancestors
min-ancestors,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12696012,67,false,min-ancestors_min-ancestors,114,min-ancestors
max-ancestors,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12785310,67,false,max-ancestors_min-ancestors,114,min-ancestors
min-anc-max-in-deg,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12771095,67,false,min-anc-max-in-deg_min-ancestors,114,min-ancestors
max-in-deg-min-anc,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12702802,67,false,max-in-deg-min-anc_min-ancestors,114,min-ancestors
min-anc-min-in-deg,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12754577,67,false,min-anc-min-in-deg_min-ancestors,114,min-ancestors
min-in-deg-min-anc,477,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,12769190,67,false,min-in-deg-min-anc_min-ancestors,114,min-ancestors
rand,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7274496,27,true,rand_min-ancestors,55,min-ancestors
min-in-degree,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7541345,27,true,min-in-degree_min-ancestors,55,min-ancestors
max-in-degree,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7323183,27,true,max-in-degree_min-ancestors,55,min-ancestors
min-ancestors,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,8092673,27,true,min-ancestors_min-ancestors,55,min-ancestors
max-ancestors,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7499518,27,true,max-ancestors_min-ancestors,55,min-ancestors
min-anc-max-in-deg,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7642135,27,true,min-anc-max-in-deg_min-ancestors,55,min-ancestors
max-in-deg-min-anc,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7530771,27,true,max-in-deg-min-anc_min-ancestors,55,min-ancestors
min-anc-min-in-deg,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7667222,27,true,min-anc-min-in-deg_min-ancestors,55,min-ancestors
min-in-deg-min-anc,478,0.75,0.25,96.2962962962963,1.0,26,1,100.0,1.0,4,7678788,27,true,min-in-deg-min-anc_min-ancestors,55,min-ancestors
rand,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,129543,2,true,rand_min-ancestors,2,min-ancestors
min-in-degree,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,111675,2,true,min-in-degree_min-ancestors,2,min-ancestors
max-in-degree,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,110400,2,true,max-in-degree_min-ancestors,2,min-ancestors
min-ancestors,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,109914,2,true,min-ancestors_min-ancestors,2,min-ancestors
max-ancestors,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,107004,2,true,max-ancestors_min-ancestors,2,min-ancestors
min-anc-max-in-deg,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,110735,2,true,min-anc-max-in-deg_min-ancestors,2,min-ancestors
max-in-deg-min-anc,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,112614,2,true,max-in-deg-min-anc_min-ancestors,2,min-ancestors
min-anc-min-in-deg,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,109314,2,true,min-anc-min-in-deg_min-ancestors,2,min-ancestors
min-in-deg-min-anc,479,0.75,0.25,50.0,1.0,1,1,100.0,1.0,4,112225,2,true,min-in-deg-min-anc_min-ancestors,2,min-ancestors
rand,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,548130,26,true,rand_min-ancestors,28,min-ancestors
min-in-degree,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,634471,26,true,min-in-degree_min-ancestors,28,min-ancestors
max-in-degree,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,637755,26,true,max-in-degree_min-ancestors,28,min-ancestors
min-ancestors,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,625822,26,true,min-ancestors_min-ancestors,28,min-ancestors
max-ancestors,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,623881,26,true,max-ancestors_min-ancestors,28,min-ancestors
min-anc-max-in-deg,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,633798,26,true,min-anc-max-in-deg_min-ancestors,28,min-ancestors
max-in-deg-min-anc,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,631956,26,true,max-in-deg-min-anc_min-ancestors,28,min-ancestors
min-anc-min-in-deg,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,614433,26,true,min-anc-min-in-deg_min-ancestors,28,min-ancestors
min-in-deg-min-anc,480,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,612551,26,true,min-in-deg-min-anc_min-ancestors,28,min-ancestors
rand,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,13790224,109,true,rand_min-ancestors,178,min-ancestors
min-in-degree,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,14723180,109,true,min-in-degree_min-ancestors,178,min-ancestors
max-in-degree,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,14873478,109,true,max-in-degree_min-ancestors,178,min-ancestors
min-ancestors,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,14815405,109,true,min-ancestors_min-ancestors,178,min-ancestors
max-ancestors,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,13977125,109,true,max-ancestors_min-ancestors,178,min-ancestors
min-anc-max-in-deg,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,14725344,109,true,min-anc-max-in-deg_min-ancestors,178,min-ancestors
max-in-deg-min-anc,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,13962425,109,true,max-in-deg-min-anc_min-ancestors,178,min-ancestors
min-anc-min-in-deg,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,14759623,109,true,min-anc-min-in-deg_min-ancestors,178,min-ancestors
min-in-deg-min-anc,481,0.75,0.25,10.09174311926606,1.0,11,1,100.0,1.0,4,13921210,109,true,min-in-deg-min-anc_min-ancestors,178,min-ancestors
rand,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2319110,16,false,rand_min-ancestors,24,min-ancestors
min-in-degree,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2107591,16,false,min-in-degree_min-ancestors,24,min-ancestors
max-in-degree,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2097086,16,false,max-in-degree_min-ancestors,24,min-ancestors
min-ancestors,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2233754,16,false,min-ancestors_min-ancestors,24,min-ancestors
max-ancestors,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2345550,16,false,max-ancestors_min-ancestors,24,min-ancestors
min-anc-max-in-deg,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2132020,16,false,min-anc-max-in-deg_min-ancestors,24,min-ancestors
max-in-deg-min-anc,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2142122,16,false,max-in-deg-min-anc_min-ancestors,24,min-ancestors
min-anc-min-in-deg,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2131392,16,false,min-anc-min-in-deg_min-ancestors,24,min-ancestors
min-in-deg-min-anc,482,0.75,0.25,31.25,1.0,5,1,100.0,1.0,4,2139863,16,false,min-in-deg-min-anc_min-ancestors,24,min-ancestors
rand,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2787751,26,true,rand_min-ancestors,34,min-ancestors
min-in-degree,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2783240,26,true,min-in-degree_min-ancestors,34,min-ancestors
max-in-degree,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2779658,26,true,max-in-degree_min-ancestors,34,min-ancestors
min-ancestors,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2815681,26,true,min-ancestors_min-ancestors,34,min-ancestors
max-ancestors,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2787639,26,true,max-ancestors_min-ancestors,34,min-ancestors
min-anc-max-in-deg,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2803011,26,true,min-anc-max-in-deg_min-ancestors,34,min-ancestors
max-in-deg-min-anc,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2812458,26,true,max-in-deg-min-anc_min-ancestors,34,min-ancestors
min-anc-min-in-deg,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2797996,26,true,min-anc-min-in-deg_min-ancestors,34,min-ancestors
min-in-deg-min-anc,483,0.75,0.25,80.76923076923077,1.0,21,1,100.0,1.0,4,2796484,26,true,min-in-deg-min-anc_min-ancestors,34,min-ancestors
rand,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,731364,15,true,rand_min-ancestors,20,min-ancestors
min-in-degree,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,723572,15,true,min-in-degree_min-ancestors,20,min-ancestors
max-in-degree,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,716805,15,true,max-in-degree_min-ancestors,20,min-ancestors
min-ancestors,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,756782,15,true,min-ancestors_min-ancestors,20,min-ancestors
max-ancestors,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,733802,15,true,max-ancestors_min-ancestors,20,min-ancestors
min-anc-max-in-deg,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,733324,15,true,min-anc-max-in-deg_min-ancestors,20,min-ancestors
max-in-deg-min-anc,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,740498,15,true,max-in-deg-min-anc_min-ancestors,20,min-ancestors
min-anc-min-in-deg,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,744005,15,true,min-anc-min-in-deg_min-ancestors,20,min-ancestors
min-in-deg-min-anc,484,0.75,0.25,13.33333333333333,1.0,2,1,100.0,1.0,4,740448,15,true,min-in-deg-min-anc_min-ancestors,20,min-ancestors
rand,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4634746,47,true,rand_min-ancestors,61,min-ancestors
min-in-degree,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4639845,47,true,min-in-degree_min-ancestors,61,min-ancestors
max-in-degree,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4624519,47,true,max-in-degree_min-ancestors,61,min-ancestors
min-ancestors,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4630289,47,true,min-ancestors_min-ancestors,61,min-ancestors
max-ancestors,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4621238,47,true,max-ancestors_min-ancestors,61,min-ancestors
min-anc-max-in-deg,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4636799,47,true,min-anc-max-in-deg_min-ancestors,61,min-ancestors
max-in-deg-min-anc,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4648325,47,true,max-in-deg-min-anc_min-ancestors,61,min-ancestors
min-anc-min-in-deg,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4616059,47,true,min-anc-min-in-deg_min-ancestors,61,min-ancestors
min-in-deg-min-anc,485,0.75,0.25,34.04255319148936,1.0,16,1,100.0,1.0,4,4633434,47,true,min-in-deg-min-anc_min-ancestors,61,min-ancestors
rand,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,1970066,30,false,rand_min-ancestors,41,min-ancestors
min-in-degree,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,1967755,30,false,min-in-degree_min-ancestors,41,min-ancestors
max-in-degree,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,1967406,30,false,max-in-degree_min-ancestors,41,min-ancestors
min-ancestors,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,2088100,30,false,min-ancestors_min-ancestors,41,min-ancestors
max-ancestors,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,1990945,30,false,max-ancestors_min-ancestors,41,min-ancestors
min-anc-max-in-deg,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,2003213,30,false,min-anc-max-in-deg_min-ancestors,41,min-ancestors
max-in-deg-min-anc,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,2002288,30,false,max-in-deg-min-anc_min-ancestors,41,min-ancestors
min-anc-min-in-deg,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,2009792,30,false,min-anc-min-in-deg_min-ancestors,41,min-ancestors
min-in-deg-min-anc,486,0.75,0.25,26.66666666666667,1.0,8,1,100.0,1.0,4,1999340,30,false,min-in-deg-min-anc_min-ancestors,41,min-ancestors
rand,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2198685,98,true,rand_min-ancestors,144,min-ancestors
min-in-degree,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2216925,98,true,min-in-degree_min-ancestors,144,min-ancestors
max-in-degree,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2211114,98,true,max-in-degree_min-ancestors,144,min-ancestors
min-ancestors,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2197471,98,true,min-ancestors_min-ancestors,144,min-ancestors
max-ancestors,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2204802,98,true,max-ancestors_min-ancestors,144,min-ancestors
min-anc-max-in-deg,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2213498,98,true,min-anc-max-in-deg_min-ancestors,144,min-ancestors
max-in-deg-min-anc,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2234579,98,true,max-in-deg-min-anc_min-ancestors,144,min-ancestors
min-anc-min-in-deg,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2204715,98,true,min-anc-min-in-deg_min-ancestors,144,min-ancestors
min-in-deg-min-anc,487,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,2233755,98,true,min-in-deg-min-anc_min-ancestors,144,min-ancestors
rand,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,286144,12,true,rand_min-ancestors,12,min-ancestors
min-in-degree,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,259239,12,true,min-in-degree_min-ancestors,12,min-ancestors
max-in-degree,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,255740,12,true,max-in-degree_min-ancestors,12,min-ancestors
min-ancestors,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,255760,12,true,min-ancestors_min-ancestors,12,min-ancestors
max-ancestors,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,252882,12,true,max-ancestors_min-ancestors,12,min-ancestors
min-anc-max-in-deg,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,256830,12,true,min-anc-max-in-deg_min-ancestors,12,min-ancestors
max-in-deg-min-anc,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,258150,12,true,max-in-deg-min-anc_min-ancestors,12,min-ancestors
min-anc-min-in-deg,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,256348,12,true,min-anc-min-in-deg_min-ancestors,12,min-ancestors
min-in-deg-min-anc,488,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,259023,12,true,min-in-deg-min-anc_min-ancestors,12,min-ancestors
rand,489,0.75,0.25,5.263157894736842,1.0,4,0,0.0,1.0,4,28909710,76,false,rand_min-ancestors,101,min-ancestors
min-in-degree,489,0.75,0.25,46.05263157894737,7.2,35,0,0.0,1.0,4,28810555,76,false,min-in-degree_min-ancestors,101,min-ancestors
max-in-degree,489,0.75,0.25,46.05263157894737,7.2,35,0,0.0,1.0,4,20535858,76,false,max-in-degree_min-ancestors,101,min-ancestors
min-ancestors,489,0.75,0.25,46.05263157894737,7.2,35,0,0.0,1.0,4,24427538,76,false,min-ancestors_min-ancestors,101,min-ancestors
max-ancestors,489,0.75,0.25,46.05263157894737,7.2,35,0,0.0,1.0,4,22226860,76,false,max-ancestors_min-ancestors,101,min-ancestors
min-anc-max-in-deg,489,0.75,0.25,5.263157894736842,1.0,4,0,0.0,1.0,4,28354785,76,false,min-anc-max-in-deg_min-ancestors,101,min-ancestors
max-in-deg-min-anc,489,0.75,0.25,5.263157894736842,1.0,4,0,0.0,1.0,4,26982213,76,false,max-in-deg-min-anc_min-ancestors,101,min-ancestors
min-anc-min-in-deg,489,0.75,0.25,46.05263157894737,7.2,35,0,0.0,1.0,4,21867093,76,false,min-anc-min-in-deg_min-ancestors,101,min-ancestors
min-in-deg-min-anc,489,0.75,0.25,46.05263157894737,7.2,35,0,0.0,1.0,4,21648405,76,false,min-in-deg-min-anc_min-ancestors,101,min-ancestors
rand,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9400114,93,true,rand_min-ancestors,129,min-ancestors
min-in-degree,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9417678,93,true,min-in-degree_min-ancestors,129,min-ancestors
max-in-degree,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9414186,93,true,max-in-degree_min-ancestors,129,min-ancestors
min-ancestors,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9477219,93,true,min-ancestors_min-ancestors,129,min-ancestors
max-ancestors,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9445410,93,true,max-ancestors_min-ancestors,129,min-ancestors
min-anc-max-in-deg,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9452923,93,true,min-anc-max-in-deg_min-ancestors,129,min-ancestors
max-in-deg-min-anc,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9460441,93,true,max-in-deg-min-anc_min-ancestors,129,min-ancestors
min-anc-min-in-deg,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9446651,93,true,min-anc-min-in-deg_min-ancestors,129,min-ancestors
min-in-deg-min-anc,490,0.75,0.25,19.35483870967742,1.0,18,1,100.0,1.0,4,9448467,93,true,min-in-deg-min-anc_min-ancestors,129,min-ancestors
rand,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,23645290,142,true,rand_min-ancestors,175,min-ancestors
min-in-degree,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,31864086,142,true,min-in-degree_min-ancestors,175,min-ancestors
max-in-degree,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,23463563,142,true,max-in-degree_min-ancestors,175,min-ancestors
min-ancestors,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,24805062,142,true,min-ancestors_min-ancestors,175,min-ancestors
max-ancestors,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,23445981,142,true,max-ancestors_min-ancestors,175,min-ancestors
min-anc-max-in-deg,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,23531496,142,true,min-anc-max-in-deg_min-ancestors,175,min-ancestors
max-in-deg-min-anc,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,23641928,142,true,max-in-deg-min-anc_min-ancestors,175,min-ancestors
min-anc-min-in-deg,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,24173308,142,true,min-anc-min-in-deg_min-ancestors,175,min-ancestors
min-in-deg-min-anc,491,0.75,0.25,16.19718309859155,1.0,23,1,100.0,1.0,4,24164749,142,true,min-in-deg-min-anc_min-ancestors,175,min-ancestors
rand,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,350220,14,true,rand_min-ancestors,20,min-ancestors
min-in-degree,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,386533,14,true,min-in-degree_min-ancestors,20,min-ancestors
max-in-degree,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,332771,14,true,max-in-degree_min-ancestors,20,min-ancestors
min-ancestors,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,331758,14,true,min-ancestors_min-ancestors,20,min-ancestors
max-ancestors,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,326957,14,true,max-ancestors_min-ancestors,20,min-ancestors
min-anc-max-in-deg,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,333272,14,true,min-anc-max-in-deg_min-ancestors,20,min-ancestors
max-in-deg-min-anc,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,332811,14,true,max-in-deg-min-anc_min-ancestors,20,min-ancestors
min-anc-min-in-deg,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,330850,14,true,min-anc-min-in-deg_min-ancestors,20,min-ancestors
min-in-deg-min-anc,492,0.75,0.25,0.0,1.0,0,1,100.0,1.0,4,332771,14,true,min-in-deg-min-anc_min-ancestors,20,min-ancestors
rand,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,3661181,33,false,rand_min-ancestors,42,min-ancestors
min-in-degree,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,4444279,33,false,min-in-degree_min-ancestors,42,min-ancestors
max-in-degree,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,3855958,33,false,max-in-degree_min-ancestors,42,min-ancestors
min-ancestors,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,4379835,33,false,min-ancestors_min-ancestors,42,min-ancestors
max-ancestors,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,3977452,33,false,max-ancestors_min-ancestors,42,min-ancestors
min-anc-max-in-deg,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,4050180,33,false,min-anc-max-in-deg_min-ancestors,42,min-ancestors
max-in-deg-min-anc,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,3892389,33,false,max-in-deg-min-anc_min-ancestors,42,min-ancestors
min-anc-min-in-deg,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,4018350,33,false,min-anc-min-in-deg_min-ancestors,42,min-ancestors
min-in-deg-min-anc,493,0.75,0.25,39.39393939393939,1.0,13,1,100.0,1.0,4,4541775,33,false,min-in-deg-min-anc_min-ancestors,42,min-ancestors
rand,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,18924160,64,true,rand_min-ancestors,80,min-ancestors
min-in-degree,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,19076146,64,true,min-in-degree_min-ancestors,80,min-ancestors
max-in-degree,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,18062583,64,true,max-in-degree_min-ancestors,80,min-ancestors
min-ancestors,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,19199860,64,true,min-ancestors_min-ancestors,80,min-ancestors
max-ancestors,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,19472495,64,true,max-ancestors_min-ancestors,80,min-ancestors
min-anc-max-in-deg,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,18946480,64,true,min-anc-max-in-deg_min-ancestors,80,min-ancestors
max-in-deg-min-anc,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,18578210,64,true,max-in-deg-min-anc_min-ancestors,80,min-ancestors
min-anc-min-in-deg,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,19253708,64,true,min-anc-min-in-deg_min-ancestors,80,min-ancestors
min-in-deg-min-anc,494,0.75,0.25,0.0,1.0,0,0,0.0,1.0,4,18784244,64,true,min-in-deg-min-anc_min-ancestors,80,min-ancestors
rand,495,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,246925,4,true,rand_min-ancestors,4,min-ancestors
min-in-degree,495,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,230150,4,true,min-in-degree_min-ancestors,4,min-ancestors
max-in-degree,495,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,225529,4,true,max-in-degree_min-ancestors,4,min-ancestors
min-ancestors,495,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,251690,4,true,min-ancestors_min-ancestors,4,min-ancestors
max-ancestors,495,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,229203,4,true,max-ancestors_min-ancestors,4,min-ancestors
min-anc-max-in-deg,495,0.75,0.25,75.0,1.0,3,1,100.0,1.0,4,235715,4,true,min-anc-max-in-deg_min-ancestors,4,min-ancestors
